"year","age_group","sex","road_user","Sum(hospitalisations)"
2019,"65-74","Male","Heavy transport driver",20
2019,"65-74","Male","Heavy transport passenger",4
2019,"65-74","Male","Heavy transport unknown position",4
2019,"65-74","Male","Motorcyclist",352
2019,"65-74","Male","Other or unknown",38
2019,"65-74","Male","Pedal cyclist",437
2019,"65-74","Male","Pedestrian",119
2019,"65-74","Male","Pick-up truck or van occupant",12
2019,"75+","Female","Bus occupant",43
2019,"75+","Female","Car driver",647
2019,"75+","Female","Car passenger",369
2019,"75+","Female","Car unknown position",29
2019,"75+","Female","Heavy transport driver",1
2019,"75+","Female","Heavy transport passenger",1
2019,"75+","Female","Motorcyclist",11
2019,"75+","Female","Other or unknown",31
2019,"75+","Female","Pedal cyclist",28
2019,"75+","Female","Pedestrian",176
2019,"75+","Female","Pick-up truck or van occupant",3
2019,"75+","Male","Bus occupant",18
2019,"75+","Male","Car driver",703
2019,"75+","Male","Car passenger",113
2019,"75+","Male","Car unknown position",28
2019,"75+","Male","Heavy transport driver",5
2019,"75+","Male","Heavy transport passenger",3
2019,"75+","Male","Heavy transport unknown position",0
2019,"75+","Male","Motorcyclist",121
2019,"75+","Male","Other or unknown",31
2019,"75+","Male","Pedal cyclist",150
2019,"75+","Male","Pedestrian",170
2019,"75+","Male","Pick-up truck or van occupant",5
2019,"8-16","Female","Bus occupant",3
2019,"8-16","Female","Car driver",21
2019,"8-16","Female","Car passenger",348
2019,"8-16","Female","Car unknown position",7
2019,"8-16","Female","Motorcyclist",58
2019,"8-16","Female","Other or unknown",9
2019,"8-16","Female","Pedal cyclist",157
2019,"8-16","Female","Pedestrian",107
2019,"8-16","Female","Pick-up truck or van occupant",1
2019,"8-16","Male","Bus occupant",1
2019,"8-16","Male","Car driver",31
2019,"8-16","Male","Car passenger",255
2019,"8-16","Male","Car unknown position",9
2019,"8-16","Male","Heavy transport passenger",3
2019,"8-16","Male","Motorcyclist",404
2019,"8-16","Male","Other or unknown",12
2019,"8-16","Male","Pedal cyclist",884
2019,"8-16","Male","Pedestrian",178
2019,"8-16","Male","Pick-up truck or van occupant",7
2020,"0-7","Female","Car driver",3
2020,"0-7","Female","Car passenger",146
2020,"0-7","Female","Car unknown position",6
2020,"0-7","Female","Heavy transport passenger",1
2020,"0-7","Female","Heavy transport unknown position",1
2020,"0-7","Female","Motorcyclist",10
2020,"0-7","Female","Other or unknown",4
2020,"0-7","Female","Pedal cyclist",97
2020,"0-7","Female","Pedestrian",34
2020,"0-7","Male","Car driver",3
2020,"0-7","Male","Car passenger",146
2020,"0-7","Male","Car unknown position",4
2020,"0-7","Male","Motorcyclist",22
2020,"0-7","Male","Other or unknown",9
2020,"0-7","Male","Pedal cyclist",161
2020,"0-7","Male","Pedestrian",66
2020,"0-7","Male","Pick-up truck or van occupant",1
2020,"17-25","Female","Bus occupant",12
2020,"17-25","Female","Car driver",1379
2020,"17-25","Female","Car passenger",671
2020,"17-25","Female","Car unknown position",76
2020,"17-25","Female","Heavy transport driver",1
2020,"17-25","Female","Heavy transport passenger",1
2020,"17-25","Female","Motorcyclist",208
2020,"17-25","Female","Other or unknown",47
2020,"17-25","Female","Pedal cyclist",174
2020,"17-25","Female","Pedestrian",133
2020,"17-25","Female","Pick-up truck or van occupant",18
2020,"17-25","Male","Bus occupant",9
2020,"17-25","Male","Car driver",1690
2020,"17-25","Male","Car passenger",604
2020,"17-25","Male","Car unknown position",77
2020,"17-25","Male","Heavy transport driver",24
2020,"17-25","Male","Heavy transport passenger",4
2020,"17-25","Male","Heavy transport unknown position",3
2020,"17-25","Male","Motorcyclist",1894
2020,"17-25","Male","Other or unknown",84
2020,"17-25","Male","Pedal cyclist",593
2020,"17-25","Male","Pedestrian",200
2020,"17-25","Male","Pick-up truck or van occupant",67
2020,"17-25","intersex or indeterminate or missing","Car driver",1
2020,"17-25","intersex or indeterminate or missing","Pedal cyclist",1
2020,"26-39","Female","Bus occupant",9
2020,"26-39","Female","Car driver",1468
2020,"26-39","Female","Car passenger",465
2020,"26-39","Female","Car unknown position",112
2020,"26-39","Female","Heavy transport driver",2
2020,"26-39","Female","Heavy transport passenger",6
2020,"26-39","Female","Heavy transport unknown position",2
2020,"26-39","Female","Motorcyclist",236
2020,"26-39","Female","Other or unknown",38
2020,"26-39","Female","Pedal cyclist",421
2020,"26-39","Female","Pedestrian",155
2020,"26-39","Female","Pick-up truck or van occupant",10
2020,"26-39","Male","Bus occupant",10
2020,"26-39","Male","Car driver",1783
2020,"26-39","Male","Car passenger",351
2020,"26-39","Male","Car unknown position",98
2020,"26-39","Male","Heavy transport driver",120
2020,"26-39","Male","Heavy transport passenger",7
2020,"26-39","Male","Heavy transport unknown position",11
2020,"26-39","Male","Motorcyclist",2264
2020,"26-39","Male","Other or unknown",79
2020,"26-39","Male","Pedal cyclist",1260
2020,"26-39","Male","Pedestrian",241
2020,"26-39","Male","Pick-up truck or van occupant",50
2020,"26-39","intersex or indeterminate or missing","Car driver",2
2020,"26-39","intersex or indeterminate or missing","Car unknown position",1
2020,"26-39","intersex or indeterminate or missing","Motorcyclist",1
2020,"40-64","Female","Bus occupant",25
2020,"40-64","Female","Car driver",1758
2020,"40-64","Female","Car passenger",528
2020,"40-64","Female","Car unknown position",121
2020,"40-64","Female","Heavy transport driver",5
2020,"40-64","Female","Heavy transport passenger",4
2020,"40-64","Female","Heavy transport unknown position",3
2020,"40-64","Female","Motorcyclist",367
2020,"40-64","Female","Other or unknown",75
2020,"40-64","Female","Pedal cyclist",796
2020,"40-64","Female","Pedestrian",250
2020,"40-64","Female","Pick-up truck or van occupant",19
2020,"40-64","Male","Bus occupant",25
2020,"40-64","Male","Car driver",1958
2020,"40-64","Male","Car passenger",266
2020,"40-64","Male","Car unknown position",115
2020,"40-64","Male","Heavy transport driver",226
2020,"40-64","Male","Heavy transport passenger",19
2020,"40-64","Male","Heavy transport unknown position",17
2020,"40-64","Male","Motorcyclist",2695
2020,"40-64","Male","Other or unknown",123
2020,"40-64","Male","Pedal cyclist",2535
2020,"40-64","Male","Pedestrian",317
2020,"40-64","Male","Pick-up truck or van occupant",95
2020,"65-74","Female","Bus occupant",9
2020,"65-74","Female","Car driver",492
2020,"65-74","Female","Car passenger",234
2020,"65-74","Female","Car unknown position",29
2020,"65-74","Female","Heavy transport driver",2
2020,"65-74","Female","Heavy transport passenger",2
2020,"65-74","Female","Motorcyclist",40
2020,"65-74","Female","Other or unknown",27
2020,"65-74","Female","Pedal cyclist",194
2020,"65-74","Female","Pedestrian",124
2020,"65-74","Female","Pick-up truck or van occupant",5
2020,"65-74","Male","Bus occupant",13
2020,"65-74","Male","Car driver",492
2020,"65-74","Male","Car passenger",69
2020,"65-74","Male","Car unknown position",28
2020,"65-74","Male","Heavy transport driver",27
2020,"65-74","Male","Heavy transport passenger",2
2020,"65-74","Male","Heavy transport unknown position",3
2020,"65-74","Male","Motorcyclist",337
2020,"65-74","Male","Other or unknown",26
2020,"65-74","Male","Pedal cyclist",499
2020,"65-74","Male","Pedestrian",109
2020,"65-74","Male","Pick-up truck or van occupant",15
2020,"65-74","intersex or indeterminate or missing","Pedestrian",1
2020,"75+","Female","Bus occupant",35
2020,"75+","Female","Car driver",503
2020,"75+","Female","Car passenger",252
2020,"75+","Female","Car unknown position",16
2020,"75+","Female","Motorcyclist",5
2020,"75+","Female","Other or unknown",17
2020,"75+","Female","Pedal cyclist",35
2020,"75+","Female","Pedestrian",119
2020,"75+","Male","Bus occupant",10
2020,"75+","Male","Car driver",619
2020,"75+","Male","Car passenger",83
2020,"75+","Male","Car unknown position",23
2020,"75+","Male","Heavy transport driver",5
2020,"75+","Male","Heavy transport unknown position",0
2020,"75+","Male","Motorcyclist",70
2020,"75+","Male","Other or unknown",20
2020,"75+","Male","Pedal cyclist",218
2020,"75+","Male","Pedestrian",120
2020,"75+","Male","Pick-up truck or van occupant",9
2020,"8-16","Female","Bus occupant",11
2020,"8-16","Female","Car driver",23
2020,"8-16","Female","Car passenger",291
2020,"8-16","Female","Car unknown position",7
2020,"8-16","Female","Heavy transport passenger",1
2020,"8-16","Female","Motorcyclist",65
2020,"8-16","Female","Other or unknown",12
2020,"8-16","Female","Pedal cyclist",229
2020,"8-16","Female","Pedestrian",98
2020,"8-16","Female","Pick-up truck or van occupant",7
2020,"8-16","Male","Bus occupant",5
2020,"8-16","Male","Car driver",43
2020,"8-16","Male","Car passenger",238
2020,"8-16","Male","Car unknown position",18
2020,"8-16","Male","Heavy transport passenger",1
2020,"8-16","Male","Motorcyclist",470
2020,"8-16","Male","Other or unknown",21
2020,"8-16","Male","Pedal cyclist",1119
2020,"8-16","Male","Pedestrian",136
2020,"8-16","Male","Pick-up truck or van occupant",4
2021,"0-7","Female","Car driver",2
2021,"0-7","Female","Car passenger",155
2021,"0-7","Female","Car unknown position",4
2021,"0-7","Female","Heavy transport passenger",1
2021,"0-7","Female","Motorcyclist",6
2021,"0-7","Female","Other or unknown",4
2021,"0-7","Female","Pedal cyclist",80
2021,"0-7","Female","Pedestrian",37
2021,"0-7","Female","Pick-up truck or van occupant",2
2021,"0-7","Male","Bus occupant",1
2021,"0-7","Male","Car driver",7
2021,"0-7","Male","Car passenger",133
2021,"0-7","Male","Car unknown position",9
2021,"0-7","Male","Motorcyclist",30
2021,"0-7","Male","Other or unknown",10
2021,"0-7","Male","Pedal cyclist",137
2021,"0-7","Male","Pedestrian",86
2021,"0-7","Male","Pick-up truck or van occupant",3
2021,"17-25","Female","Bus occupant",8
2021,"17-25","Female","Car driver",1565
2021,"17-25","Female","Car passenger",636
2021,"17-25","Female","Car unknown position",83
2021,"17-25","Female","Heavy transport driver",1
2021,"17-25","Female","Heavy transport passenger",5
2021,"17-25","Female","Motorcyclist",177
2021,"17-25","Female","Other or unknown",36
2021,"17-25","Female","Pedal cyclist",140
2021,"17-25","Female","Pedestrian",110
2021,"17-25","Female","Pick-up truck or van occupant",22
2021,"17-25","Male","Bus occupant",2
2021,"17-25","Male","Car driver",1707
2021,"17-25","Male","Car passenger",567
2021,"17-25","Male","Car unknown position",96
2021,"17-25","Male","Heavy transport driver",29
2021,"17-25","Male","Heavy transport passenger",10
2021,"17-25","Male","Heavy transport unknown position",2
2021,"17-25","Male","Motorcyclist",1843
2021,"17-25","Male","Other or unknown",69
2021,"17-25","Male","Pedal cyclist",586
2021,"17-25","Male","Pedestrian",228
2021,"17-25","Male","Pick-up truck or van occupant",87
2021,"17-25","intersex or indeterminate or missing","Pedal cyclist",1
2021,"26-39","Female","Bus occupant",12
2021,"26-39","Female","Car driver",1780
2021,"26-39","Female","Car passenger",481
2021,"26-39","Female","Car unknown position",84
2021,"26-39","Female","Heavy transport driver",3
2021,"26-39","Female","Heavy transport passenger",2
2021,"26-39","Female","Heavy transport unknown position",1
2021,"26-39","Female","Motorcyclist",282
2021,"26-39","Female","Other or unknown",40
2021,"26-39","Female","Pedal cyclist",361
2021,"26-39","Female","Pedestrian",174
2021,"26-39","Female","Pick-up truck or van occupant",17
2021,"26-39","Male","Bus occupant",8
2021,"26-39","Male","Car driver",1791
2021,"26-39","Male","Car passenger",332
2021,"26-39","Male","Car unknown position",108
2021,"26-39","Male","Heavy transport driver",106
2021,"26-39","Male","Heavy transport passenger",11
2021,"26-39","Male","Heavy transport unknown position",11
2021,"26-39","Male","Motorcyclist",2197
2021,"26-39","Male","Other or unknown",97
2021,"26-39","Male","Pedal cyclist",1181
2021,"26-39","Male","Pedestrian",276
2021,"26-39","Male","Pick-up truck or van occupant",68
2021,"40-64","Female","Bus occupant",35
2021,"40-64","Female","Car driver",2025
2021,"40-64","Female","Car passenger",620
2021,"40-64","Female","Car unknown position",102
2021,"40-64","Female","Heavy transport driver",7
2021,"40-64","Female","Heavy transport passenger",6
2021,"40-64","Female","Heavy transport unknown position",0
2021,"40-64","Female","Motorcyclist",417
2021,"40-64","Female","Other or unknown",50
2021,"40-64","Female","Pedal cyclist",783
2021,"40-64","Female","Pedestrian",261
2021,"40-64","Female","Pick-up truck or van occupant",18
2021,"40-64","Male","Bus occupant",23
2021,"40-64","Male","Car driver",2011
2021,"40-64","Male","Car passenger",304
2021,"40-64","Male","Car unknown position",112
2021,"40-64","Male","Heavy transport driver",200
2021,"40-64","Male","Heavy transport passenger",9
2021,"40-64","Male","Heavy transport unknown position",18
2021,"40-64","Male","Motorcyclist",2842
2021,"40-64","Male","Other or unknown",144
2021,"40-64","Male","Pedal cyclist",2610
2021,"40-64","Male","Pedestrian",361
2021,"40-64","Male","Pick-up truck or van occupant",68
2021,"65-74","Female","Bus occupant",19
2021,"65-74","Female","Car driver",583
2021,"65-74","Female","Car passenger",218
2021,"65-74","Female","Car unknown position",32
2021,"65-74","Female","Heavy transport passenger",2
2021,"65-74","Female","Heavy transport unknown position",1
2021,"65-74","Female","Motorcyclist",32
2021,"65-74","Female","Other or unknown",32
2021,"65-74","Female","Pedal cyclist",168
2021,"65-74","Female","Pedestrian",130
2021,"65-74","Female","Pick-up truck or van occupant",6
2021,"65-74","Male","Bus occupant",9
2021,"65-74","Male","Car driver",536
2021,"65-74","Male","Car passenger",69
2021,"65-74","Male","Car unknown position",25
2021,"65-74","Male","Heavy transport driver",31
2021,"65-74","Male","Heavy transport passenger",3
2021,"65-74","Male","Heavy transport unknown position",3
2021,"65-74","Male","Motorcyclist",370
2021,"65-74","Male","Other or unknown",30
2021,"65-74","Male","Pedal cyclist",581
2021,"65-74","Male","Pedestrian",110
2021,"65-74","Male","Pick-up truck or van occupant",28
2021,"75+","Female","Bus occupant",30
2021,"75+","Female","Car driver",628
2021,"75+","Female","Car passenger",274
2021,"75+","Female","Car unknown position",21
2021,"75+","Female","Heavy transport passenger",1
2021,"75+","Female","Motorcyclist",10
2021,"75+","Female","Other or unknown",18
2021,"75+","Female","Pedal cyclist",31
2021,"75+","Female","Pedestrian",129
2021,"75+","Female","Pick-up truck or van occupant",3
2021,"75+","Male","Bus occupant",14
2021,"75+","Male","Car driver",626
2021,"75+","Male","Car passenger",103
2021,"75+","Male","Car unknown position",23
2021,"75+","Male","Heavy transport driver",6
2021,"75+","Male","Heavy transport passenger",3
2021,"75+","Male","Heavy transport unknown position",0
2021,"75+","Male","Motorcyclist",102
2021,"75+","Male","Other or unknown",26
2021,"75+","Male","Pedal cyclist",254
2021,"75+","Male","Pedestrian",149
2021,"75+","Male","Pick-up truck or van occupant",7
2021,"8-16","Female","Bus occupant",5
2021,"8-16","Female","Car driver",19
2021,"8-16","Female","Car passenger",314
2021,"8-16","Female","Car unknown position",10
2021,"8-16","Female","Heavy transport passenger",1
2021,"8-16","Female","Motorcyclist",68
2021,"8-16","Female","Other or unknown",14
2021,"8-16","Female","Pedal cyclist",174
2021,"8-16","Female","Pedestrian",104
2021,"8-16","Female","Pick-up truck or van occupant",4
2021,"8-16","Male","Bus occupant",3
2021,"8-16","Male","Car driver",47
2021,"8-16","Male","Car passenger",289
2021,"8-16","Male","Car unknown position",8
2021,"8-16","Male","Heavy transport passenger",2
2021,"8-16","Male","Motorcyclist",507
2021,"8-16","Male","Other or unknown",31
2021,"8-16","Male","Pedal cyclist",1076
2021,"8-16","Male","Pedestrian",179
2021,"8-16","Male","Pick-up truck or van occupant",8
