calendar year,6-monthly,cause of injury = traffic,road user,count of cases excluding died in hospitals within 30 days,bed days excluding died in hospitals within 30 days,state or territory
2017,Jan-Jun,Traffic,"Car driver, passenger or unknown position",618,3370,SA
2017,Jan-Jun,Traffic,Motorcyclist,295,1604,SA
2017,Jan-Jun,Traffic,Pedal cyclist,272,765,SA
2017,Jan-Jun,Traffic,Pedestrian,64,783,SA
2017,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",14,35,SA
2017,Jan-Jun,Traffic,Pick-up truck or van occupant,10,46,SA
2017,Jan-Jun,Traffic,Bus occupant,10,30,SA
2017,Jan-Jun,Traffic,Other or unknown,30,293,SA
2017,Jan-Jun,Traffic,"Car driver, passenger or unknown position",153,1000,Tas
2017,Jan-Jun,Traffic,Motorcyclist,98,555,Tas
2017,Jan-Jun,Traffic,Pedal cyclist,54,178,Tas
2017,Jan-Jun,Traffic,Pedestrian,13,69,Tas
2017,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2017,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2017,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,Tas
2017,Jan-Jun,Traffic,Other or unknown,8,65,Tas
2017,Jan-Jun,Traffic,"Car driver, passenger or unknown position",112,498,ACT
2017,Jan-Jun,Traffic,Motorcyclist,64,208,ACT
2017,Jan-Jun,Traffic,Pedal cyclist,135,363,ACT
2017,Jan-Jun,Traffic,Pedestrian,17,86,ACT
2017,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2017,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2017,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,ACT
2017,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,ACT
2017,Jan-Jun,Traffic,"Car driver, passenger or unknown position",138,924,NT
2017,Jan-Jun,Traffic,Motorcyclist,63,277,NT
2017,Jan-Jun,Traffic,Pedal cyclist,37,120,NT
2017,Jan-Jun,Traffic,Pedestrian,42,241,NT
2017,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",7,44,NT
2017,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2017,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,NT
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2595,12563,NSW
2017,Jul-Dec,Traffic,Motorcyclist,1230,7951,NSW
2017,Jul-Dec,Traffic,Pedal cyclist,885,3563,NSW
2017,Jul-Dec,Traffic,Pedestrian,468,5536,NSW
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",72,483,NSW
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,41,186,NSW
2017,Jul-Dec,Traffic,Bus occupant,54,321,NSW
2017,Jul-Dec,Traffic,Other or unknown,71,554,NSW
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2795,13672,Vic
2017,Jul-Dec,Traffic,Motorcyclist,952,6113,Vic
2017,Jul-Dec,Traffic,Pedal cyclist,990,3114,Vic
2017,Jul-Dec,Traffic,Pedestrian,399,6557,Vic
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",69,450,Vic
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,35,453,Vic
2017,Jul-Dec,Traffic,Bus occupant,43,230,Vic
2017,Jul-Dec,Traffic,Other or unknown,63,546,Vic
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2413,9075,Qld
2017,Jul-Dec,Traffic,Motorcyclist,1113,5772,Qld
2017,Jul-Dec,Traffic,Pedal cyclist,783,1947,Qld
2017,Jul-Dec,Traffic,Pedestrian,214,1943,Qld
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",73,700,Qld
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,30,105,Qld
2017,Jul-Dec,Traffic,Bus occupant,14,70,Qld
2017,Jul-Dec,Traffic,Other or unknown,74,510,Qld
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",676,4474,WA
2017,Jul-Dec,Traffic,Motorcyclist,419,2343,WA
2017,Jul-Dec,Traffic,Pedal cyclist,305,851,WA
2017,Jul-Dec,Traffic,Pedestrian,98,1019,WA
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",17,64,WA
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,15,94,WA
2017,Jul-Dec,Traffic,Bus occupant,7,14,WA
2017,Jul-Dec,Traffic,Other or unknown,42,148,WA
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",533,3533,SA
2017,Jul-Dec,Traffic,Motorcyclist,236,1640,SA
2017,Jul-Dec,Traffic,Pedal cyclist,197,540,SA
2017,Jul-Dec,Traffic,Pedestrian,63,768,SA
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",17,67,SA
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,5,59,SA
2017,Jul-Dec,Traffic,Bus occupant,5,14,SA
2017,Jul-Dec,Traffic,Other or unknown,25,232,SA
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",157,854,Tas
2017,Jul-Dec,Traffic,Motorcyclist,71,489,Tas
2017,Jul-Dec,Traffic,Pedal cyclist,53,448,Tas
2017,Jul-Dec,Traffic,Pedestrian,21,244,Tas
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",5,53,Tas
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2017,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,Tas
2017,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,Tas
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",138,701,ACT
2017,Jul-Dec,Traffic,Motorcyclist,55,246,ACT
2017,Jul-Dec,Traffic,Pedal cyclist,76,246,ACT
2017,Jul-Dec,Traffic,Pedestrian,17,205,ACT
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2017,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,ACT
2017,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,ACT
2017,Jul-Dec,Traffic,"Car driver, passenger or unknown position",228,1167,NT
2017,Jul-Dec,Traffic,Motorcyclist,86,604,NT
2017,Jul-Dec,Traffic,Pedal cyclist,37,76,NT
2017,Jul-Dec,Traffic,Pedestrian,37,393,NT
2017,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2017,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2017,Jul-Dec,Traffic,Other or unknown,9,60,NT
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2220,12273,NSW
2018,Jan-Jun,Traffic,Motorcyclist,1187,7308,NSW
2018,Jan-Jun,Traffic,Pedal cyclist,864,2928,NSW
2018,Jan-Jun,Traffic,Pedestrian,415,3993,NSW
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",73,312,NSW
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,42,110,NSW
2018,Jan-Jun,Traffic,Bus occupant,39,173,NSW
2018,Jan-Jun,Traffic,Other or unknown,77,551,NSW
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",3003,15055,Vic
2018,Jan-Jun,Traffic,Motorcyclist,1007,8174,Vic
2018,Jan-Jun,Traffic,Pedal cyclist,1197,3510,Vic
2018,Jan-Jun,Traffic,Pedestrian,445,4059,Vic
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",86,320,Vic
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,43,259,Vic
2018,Jan-Jun,Traffic,Bus occupant,38,360,Vic
2018,Jan-Jun,Traffic,Other or unknown,82,594,Vic
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2289,9123,Qld
2018,Jan-Jun,Traffic,Motorcyclist,1134,5911,Qld
2018,Jan-Jun,Traffic,Pedal cyclist,713,2051,Qld
2018,Jan-Jun,Traffic,Pedestrian,215,1618,Qld
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",73,452,Qld
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,40,308,Qld
2018,Jan-Jun,Traffic,Bus occupant,16,34,Qld
2018,Jan-Jun,Traffic,Other or unknown,67,378,Qld
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",710,3747,WA
2018,Jan-Jun,Traffic,Motorcyclist,427,2469,WA
2018,Jan-Jun,Traffic,Pedal cyclist,343,841,WA
2018,Jan-Jun,Traffic,Pedestrian,89,584,WA
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",20,78,WA
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,10,36,WA
2018,Jan-Jun,Traffic,Bus occupant,6,18,WA
2018,Jan-Jun,Traffic,Other or unknown,34,154,WA
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",575,2910,SA
2018,Jan-Jun,Traffic,Motorcyclist,256,1769,SA
2018,Jan-Jun,Traffic,Pedal cyclist,266,952,SA
2018,Jan-Jun,Traffic,Pedestrian,73,638,SA
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",14,75,SA
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,SA
2018,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,SA
2018,Jan-Jun,Traffic,Other or unknown,24,96,SA
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",196,928,Tas
2018,Jan-Jun,Traffic,Motorcyclist,83,443,Tas
2018,Jan-Jun,Traffic,Pedal cyclist,57,234,Tas
2018,Jan-Jun,Traffic,Pedestrian,20,125,Tas
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,5,62,Tas
2018,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,Tas
2018,Jan-Jun,Traffic,Other or unknown,6,14,Tas
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",160,584,ACT
2018,Jan-Jun,Traffic,Motorcyclist,87,373,ACT
2018,Jan-Jun,Traffic,Pedal cyclist,104,195,ACT
2018,Jan-Jun,Traffic,Pedestrian,9,76,ACT
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2018,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,ACT
2018,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,ACT
2018,Jan-Jun,Traffic,"Car driver, passenger or unknown position",246,1244,NT
2018,Jan-Jun,Traffic,Motorcyclist,77,504,NT
2018,Jan-Jun,Traffic,Pedal cyclist,35,72,NT
2018,Jan-Jun,Traffic,Pedestrian,36,260,NT
2018,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2018,Jan-Jun,Traffic,Pick-up truck or van occupant,7,9,NT
2018,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,NT
2018,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,NT
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2249,13747,NSW
2018,Jul-Dec,Traffic,Motorcyclist,1160,7633,NSW
2018,Jul-Dec,Traffic,Pedal cyclist,817,2837,NSW
2018,Jul-Dec,Traffic,Pedestrian,408,5323,NSW
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",78,1164,NSW
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,26,92,NSW
2018,Jul-Dec,Traffic,Bus occupant,53,349,NSW
2018,Jul-Dec,Traffic,Other or unknown,86,731,NSW
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",3096,16349,Vic
2018,Jul-Dec,Traffic,Motorcyclist,937,6187,Vic
2018,Jul-Dec,Traffic,Pedal cyclist,947,2669,Vic
2018,Jul-Dec,Traffic,Pedestrian,385,4749,Vic
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",57,313,Vic
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,27,209,Vic
2018,Jul-Dec,Traffic,Bus occupant,35,182,Vic
2018,Jul-Dec,Traffic,Other or unknown,68,855,Vic
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2534,9493,Qld
2018,Jul-Dec,Traffic,Motorcyclist,1186,4869,Qld
2018,Jul-Dec,Traffic,Pedal cyclist,695,1994,Qld
2018,Jul-Dec,Traffic,Pedestrian,215,1490,Qld
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",90,485,Qld
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,29,260,Qld
2018,Jul-Dec,Traffic,Bus occupant,21,61,Qld
2018,Jul-Dec,Traffic,Other or unknown,64,312,Qld
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",775,3240,WA
2018,Jul-Dec,Traffic,Motorcyclist,361,1686,WA
2018,Jul-Dec,Traffic,Pedal cyclist,322,837,WA
2018,Jul-Dec,Traffic,Pedestrian,100,1004,WA
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",26,79,WA
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,19,82,WA
2018,Jul-Dec,Traffic,Bus occupant,6,81,WA
2018,Jul-Dec,Traffic,Other or unknown,26,144,WA
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",615,2850,SA
2018,Jul-Dec,Traffic,Motorcyclist,303,1391,SA
2018,Jul-Dec,Traffic,Pedal cyclist,230,764,SA
2018,Jul-Dec,Traffic,Pedestrian,75,650,SA
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",6,120,SA
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,8,204,SA
2018,Jul-Dec,Traffic,Bus occupant,9,86,SA
2018,Jul-Dec,Traffic,Other or unknown,27,106,SA
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",208,1330,Tas
2018,Jul-Dec,Traffic,Motorcyclist,88,493,Tas
2018,Jul-Dec,Traffic,Pedal cyclist,52,106,Tas
2018,Jul-Dec,Traffic,Pedestrian,39,640,Tas
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",8,82,Tas
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2018,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,Tas
2018,Jul-Dec,Traffic,Other or unknown,9,101,Tas
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",127,626,ACT
2018,Jul-Dec,Traffic,Motorcyclist,74,650,ACT
2018,Jul-Dec,Traffic,Pedal cyclist,113,204,ACT
2018,Jul-Dec,Traffic,Pedestrian,15,152,ACT
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2018,Jul-Dec,Traffic,Other or unknown,9,41,ACT
2018,Jul-Dec,Traffic,"Car driver, passenger or unknown position",242,1829,NT
2018,Jul-Dec,Traffic,Motorcyclist,92,524,NT
2018,Jul-Dec,Traffic,Pedal cyclist,36,172,NT
2018,Jul-Dec,Traffic,Pedestrian,37,324,NT
2018,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2018,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2018,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,NT
2018,Jul-Dec,Traffic,Other or unknown,7,189,NT
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2181,13591,NSW
2019,Jan-Jun,Traffic,Motorcyclist,1265,8203,NSW
2019,Jan-Jun,Traffic,Pedal cyclist,886,3150,NSW
2019,Jan-Jun,Traffic,Pedestrian,439,5220,NSW
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",68,928,NSW
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,23,114,NSW
2019,Jan-Jun,Traffic,Bus occupant,49,170,NSW
2019,Jan-Jun,Traffic,Other or unknown,78,693,NSW
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",3048,14568,Vic
2019,Jan-Jun,Traffic,Motorcyclist,1049,7269,Vic
2019,Jan-Jun,Traffic,Pedal cyclist,1205,3751,Vic
2019,Jan-Jun,Traffic,Pedestrian,392,3849,Vic
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",59,523,Vic
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,33,221,Vic
2019,Jan-Jun,Traffic,Bus occupant,33,63,Vic
2019,Jan-Jun,Traffic,Other or unknown,84,425,Vic
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2370,8213,Qld
2019,Jan-Jun,Traffic,Motorcyclist,1116,5846,Qld
2019,Jan-Jun,Traffic,Pedal cyclist,753,2311,Qld
2019,Jan-Jun,Traffic,Pedestrian,230,1942,Qld
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",73,432,Qld
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,25,131,Qld
2019,Jan-Jun,Traffic,Bus occupant,18,77,Qld
2019,Jan-Jun,Traffic,Other or unknown,58,210,Qld
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",704,3434,WA
2019,Jan-Jun,Traffic,Motorcyclist,421,2335,WA
2019,Jan-Jun,Traffic,Pedal cyclist,370,1216,WA
2019,Jan-Jun,Traffic,Pedestrian,116,1053,WA
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",23,125,WA
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,13,82,WA
2019,Jan-Jun,Traffic,Bus occupant,7,10,WA
2019,Jan-Jun,Traffic,Other or unknown,25,247,WA
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",477,2288,SA
2019,Jan-Jun,Traffic,Motorcyclist,300,1166,SA
2019,Jan-Jun,Traffic,Pedal cyclist,289,647,SA
2019,Jan-Jun,Traffic,Pedestrian,89,753,SA
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",27,54,SA
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,9,143,SA
2019,Jan-Jun,Traffic,Bus occupant,7,16,SA
2019,Jan-Jun,Traffic,Other or unknown,23,155,SA
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",194,1137,Tas
2019,Jan-Jun,Traffic,Motorcyclist,75,678,Tas
2019,Jan-Jun,Traffic,Pedal cyclist,67,148,Tas
2019,Jan-Jun,Traffic,Pedestrian,33,264,Tas
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",9,149,Tas
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2019,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,Tas
2019,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,Tas
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",159,640,ACT
2019,Jan-Jun,Traffic,Motorcyclist,65,440,ACT
2019,Jan-Jun,Traffic,Pedal cyclist,120,243,ACT
2019,Jan-Jun,Traffic,Pedestrian,14,39,ACT
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2019,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,ACT
2019,Jan-Jun,Traffic,"Car driver, passenger or unknown position",172,699,NT
2019,Jan-Jun,Traffic,Motorcyclist,69,422,NT
2019,Jan-Jun,Traffic,Pedal cyclist,43,241,NT
2019,Jan-Jun,Traffic,Pedestrian,22,297,NT
2019,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2019,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2019,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,NT
2019,Jan-Jun,Traffic,Other or unknown,8,27,NT
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2216,12463,NSW
2019,Jul-Dec,Traffic,Motorcyclist,1300,8651,NSW
2019,Jul-Dec,Traffic,Pedal cyclist,792,2574,NSW
2019,Jul-Dec,Traffic,Pedestrian,419,5456,NSW
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",59,152,NSW
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,29,92,NSW
2019,Jul-Dec,Traffic,Bus occupant,48,187,NSW
2019,Jul-Dec,Traffic,Other or unknown,90,1354,NSW
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2948,14406,Vic
2019,Jul-Dec,Traffic,Motorcyclist,890,6136,Vic
2019,Jul-Dec,Traffic,Pedal cyclist,1010,3590,Vic
2019,Jul-Dec,Traffic,Pedestrian,423,4967,Vic
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",63,377,Vic
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,36,163,Vic
2019,Jul-Dec,Traffic,Bus occupant,34,128,Vic
2019,Jul-Dec,Traffic,Other or unknown,85,573,Vic
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2459,9434,Qld
2019,Jul-Dec,Traffic,Motorcyclist,1206,6762,Qld
2019,Jul-Dec,Traffic,Pedal cyclist,778,1931,Qld
2019,Jul-Dec,Traffic,Pedestrian,214,1776,Qld
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",92,409,Qld
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,40,215,Qld
2019,Jul-Dec,Traffic,Bus occupant,21,69,Qld
2019,Jul-Dec,Traffic,Other or unknown,62,431,Qld
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",836,4141,WA
2019,Jul-Dec,Traffic,Motorcyclist,465,2834,WA
2019,Jul-Dec,Traffic,Pedal cyclist,365,1027,WA
2019,Jul-Dec,Traffic,Pedestrian,111,914,WA
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",17,215,WA
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,15,37,WA
2019,Jul-Dec,Traffic,Bus occupant,9,64,WA
2019,Jul-Dec,Traffic,Other or unknown,37,88,WA
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",598,2774,SA
2019,Jul-Dec,Traffic,Motorcyclist,262,1140,SA
2019,Jul-Dec,Traffic,Pedal cyclist,237,916,SA
2019,Jul-Dec,Traffic,Pedestrian,78,589,SA
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",17,28,SA
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,SA
2019,Jul-Dec,Traffic,Bus occupant,7,20,SA
2019,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,SA
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",150,619,Tas
2019,Jul-Dec,Traffic,Motorcyclist,73,348,Tas
2019,Jul-Dec,Traffic,Pedal cyclist,54,104,Tas
2019,Jul-Dec,Traffic,Pedestrian,20,244,Tas
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2019,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,Tas
2019,Jul-Dec,Traffic,Other or unknown,11,105,Tas
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",120,437,ACT
2019,Jul-Dec,Traffic,Motorcyclist,71,468,ACT
2019,Jul-Dec,Traffic,Pedal cyclist,98,421,ACT
2019,Jul-Dec,Traffic,Pedestrian,8,75,ACT
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2019,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,ACT
2019,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,ACT
2019,Jul-Dec,Traffic,"Car driver, passenger or unknown position",175,1167,NT
2019,Jul-Dec,Traffic,Motorcyclist,84,358,NT
2019,Jul-Dec,Traffic,Pedal cyclist,41,179,NT
2019,Jul-Dec,Traffic,Pedestrian,16,112,NT
2019,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2019,Jul-Dec,Traffic,Pick-up truck or van occupant,7,56,NT
2019,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,NT
2019,Jul-Dec,Traffic,Other or unknown,9,187,NT
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",1705,10624,NSW
2020,Jan-Jun,Traffic,Motorcyclist,1035,6681,NSW
2020,Jan-Jun,Traffic,Pedal cyclist,963,3373,NSW
2020,Jan-Jun,Traffic,Pedestrian,299,3643,NSW
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",55,411,NSW
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,38,150,NSW
2020,Jan-Jun,Traffic,Bus occupant,32,239,NSW
2020,Jan-Jun,Traffic,Other or unknown,64,785,NSW
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2488,13185,Vic
2020,Jan-Jun,Traffic,Motorcyclist,852,5291,Vic
2020,Jan-Jun,Traffic,Pedal cyclist,1226,3352,Vic
2020,Jan-Jun,Traffic,Pedestrian,303,4165,Vic
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",46,373,Vic
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,21,176,Vic
2020,Jan-Jun,Traffic,Bus occupant,16,42,Vic
2020,Jan-Jun,Traffic,Other or unknown,78,430,Vic
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2006,7547,Qld
2020,Jan-Jun,Traffic,Motorcyclist,1061,5015,Qld
2020,Jan-Jun,Traffic,Pedal cyclist,847,2362,Qld
2020,Jan-Jun,Traffic,Pedestrian,172,1326,Qld
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",86,493,Qld
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,33,171,Qld
2020,Jan-Jun,Traffic,Bus occupant,12,22,Qld
2020,Jan-Jun,Traffic,Other or unknown,70,532,Qld
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",635,4152,WA
2020,Jan-Jun,Traffic,Motorcyclist,469,2864,WA
2020,Jan-Jun,Traffic,Pedal cyclist,451,1375,WA
2020,Jan-Jun,Traffic,Pedestrian,71,426,WA
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",18,128,WA
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,21,92,WA
2020,Jan-Jun,Traffic,Bus occupant,7,21,WA
2020,Jan-Jun,Traffic,Other or unknown,32,83,WA
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",485,2855,SA
2020,Jan-Jun,Traffic,Motorcyclist,250,1418,SA
2020,Jan-Jun,Traffic,Pedal cyclist,304,1139,SA
2020,Jan-Jun,Traffic,Pedestrian,66,514,SA
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",14,19,SA
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,16,66,SA
2020,Jan-Jun,Traffic,Bus occupant,16,48,SA
2020,Jan-Jun,Traffic,Other or unknown,20,37,SA
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",152,679,Tas
2020,Jan-Jun,Traffic,Motorcyclist,85,351,Tas
2020,Jan-Jun,Traffic,Pedal cyclist,57,118,Tas
2020,Jan-Jun,Traffic,Pedestrian,13,120,Tas
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,7,15,Tas
2020,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,Tas
