calendar year,6-monthly,cause of injury = traffic,age group,count of cases excluding died in hospitals within 30 days,bed days excluding died in hospitals within 30 days,state or territory
2019,Jul-Dec,Traffic,17-25,1041,3910,Qld
2019,Jul-Dec,Traffic,26-39,1125,3391,Qld
2019,Jul-Dec,Traffic,40-64,1580,7746,Qld
2019,Jul-Dec,Traffic,65-74,368,2441,Qld
2019,Jul-Dec,Traffic,75+,287,2340,Qld
2019,Jul-Dec,Traffic,8-16,391,1030,Qld
2019,Jul-Dec,Traffic,0-7,51,259,WA
2019,Jul-Dec,Traffic,17-25,334,1068,WA
2019,Jul-Dec,Traffic,26-39,445,1765,WA
2019,Jul-Dec,Traffic,40-64,639,3786,WA
2019,Jul-Dec,Traffic,65-74,116,721,WA
2019,Jul-Dec,Traffic,75+,111,1287,WA
2019,Jul-Dec,Traffic,8-16,159,434,WA
2019,Jul-Dec,Traffic,0-7,26,37,SA
2019,Jul-Dec,Traffic,17-25,258,905,SA
2019,Jul-Dec,Traffic,26-39,258,1190,SA
2019,Jul-Dec,Traffic,40-64,400,1939,SA
2019,Jul-Dec,Traffic,65-74,104,600,SA
2019,Jul-Dec,Traffic,75+,121,795,SA
2019,Jul-Dec,Traffic,8-16,69,115,SA
2019,Jul-Dec,Traffic,0-7,n.p.,n.p.,Tas
2019,Jul-Dec,Traffic,17-25,59,148,Tas
2019,Jul-Dec,Traffic,26-39,82,340,Tas
2019,Jul-Dec,Traffic,40-64,97,384,Tas
2019,Jul-Dec,Traffic,65-74,30,285,Tas
2019,Jul-Dec,Traffic,75+,24,279,Tas
2019,Jul-Dec,Traffic,8-16,n.p.,n.p.,Tas
2019,Jul-Dec,Traffic,0-7,n.p.,n.p.,ACT
2019,Jul-Dec,Traffic,17-25,57,250,ACT
2019,Jul-Dec,Traffic,26-39,86,206,ACT
2019,Jul-Dec,Traffic,40-64,97,548,ACT
2019,Jul-Dec,Traffic,65-74,24,258,ACT
2019,Jul-Dec,Traffic,75+,18,140,ACT
2019,Jul-Dec,Traffic,8-16,n.p.,n.p.,ACT
2019,Jul-Dec,Traffic,0-7,12,54,NT
2019,Jul-Dec,Traffic,17-25,85,484,NT
2019,Jul-Dec,Traffic,26-39,82,346,NT
2019,Jul-Dec,Traffic,40-64,104,780,NT
2019,Jul-Dec,Traffic,65-74,17,130,NT
2019,Jul-Dec,Traffic,75+,12,197,NT
2019,Jul-Dec,Traffic,8-16,24,88,NT
2020,Jan-Jun,Traffic,0-7,82,487,NSW
2020,Jan-Jun,Traffic,17-25,880,3738,NSW
2020,Jan-Jun,Traffic,26-39,939,3973,NSW
2020,Jan-Jun,Traffic,40-64,1368,9260,NSW
2020,Jan-Jun,Traffic,65-74,320,3389,NSW
2020,Jan-Jun,Traffic,75+,295,4053,NSW
2020,Jan-Jun,Traffic,8-16,307,1006,NSW
2020,Jan-Jun,Traffic,0-7,90,185,Vic
2020,Jan-Jun,Traffic,17-25,958,3655,Vic
2020,Jan-Jun,Traffic,26-39,1291,5096,Vic
2020,Jan-Jun,Traffic,40-64,1689,8696,Vic
2020,Jan-Jun,Traffic,65-74,382,4232,Vic
2020,Jan-Jun,Traffic,75+,311,4039,Vic
2020,Jan-Jun,Traffic,8-16,309,1111,Vic
2020,Jan-Jun,Traffic,0-7,96,184,Qld
2020,Jan-Jun,Traffic,17-25,910,3446,Qld
2020,Jan-Jun,Traffic,26-39,975,3798,Qld
2020,Jan-Jun,Traffic,40-64,1499,5833,Qld
2020,Jan-Jun,Traffic,65-74,286,1605,Qld
2020,Jan-Jun,Traffic,75+,196,1966,Qld
2020,Jan-Jun,Traffic,8-16,325,636,Qld
2020,Jan-Jun,Traffic,0-7,35,64,WA
2020,Jan-Jun,Traffic,17-25,354,1700,WA
2020,Jan-Jun,Traffic,26-39,422,2036,WA
2020,Jan-Jun,Traffic,40-64,572,3825,WA
2020,Jan-Jun,Traffic,65-74,134,660,WA
2020,Jan-Jun,Traffic,75+,63,559,WA
2020,Jan-Jun,Traffic,8-16,124,297,WA
2020,Jan-Jun,Traffic,0-7,22,59,SA
2020,Jan-Jun,Traffic,17-25,224,848,SA
2020,Jan-Jun,Traffic,26-39,272,1348,SA
2020,Jan-Jun,Traffic,40-64,369,2096,SA
2020,Jan-Jun,Traffic,65-74,108,1071,SA
2020,Jan-Jun,Traffic,75+,69,468,SA
2020,Jan-Jun,Traffic,8-16,107,206,SA
2020,Jan-Jun,Traffic,0-7,16,46,Tas
2020,Jan-Jun,Traffic,17-25,83,300,Tas
2020,Jan-Jun,Traffic,26-39,75,237,Tas
2020,Jan-Jun,Traffic,40-64,89,363,Tas
2020,Jan-Jun,Traffic,65-74,30,230,Tas
2020,Jan-Jun,Traffic,75+,15,151,Tas
2020,Jan-Jun,Traffic,8-16,20,46,Tas
2020,Jan-Jun,Traffic,0-7,n.p.,n.p.,ACT
2020,Jan-Jun,Traffic,17-25,39,235,ACT
2020,Jan-Jun,Traffic,26-39,76,233,ACT
2020,Jan-Jun,Traffic,40-64,104,653,ACT
2020,Jan-Jun,Traffic,65-74,24,151,ACT
2020,Jan-Jun,Traffic,75+,n.p.,n.p.,ACT
2020,Jan-Jun,Traffic,8-16,27,77,ACT
2020,Jan-Jun,Traffic,0-7,n.p.,n.p.,NT
2020,Jan-Jun,Traffic,17-25,81,357,NT
2020,Jan-Jun,Traffic,26-39,77,329,NT
2020,Jan-Jun,Traffic,40-64,94,484,NT
2020,Jan-Jun,Traffic,65-74,21,145,NT
2020,Jan-Jun,Traffic,75+,n.p.,n.p.,NT
2020,Jan-Jun,Traffic,8-16,37,54,NT
2020,Jul-Dec,Traffic,0-7,69,420,NSW
2020,Jul-Dec,Traffic,17-25,1037,4223,NSW
2020,Jul-Dec,Traffic,26-39,1137,5765,NSW
2020,Jul-Dec,Traffic,40-64,1703,11143,NSW
2020,Jul-Dec,Traffic,65-74,406,3897,NSW
2020,Jul-Dec,Traffic,75+,395,5845,NSW
2020,Jul-Dec,Traffic,8-16,336,1172,NSW
2020,Jul-Dec,Traffic,0-7,86,179,Vic
2020,Jul-Dec,Traffic,17-25,959,3784,Vic
2020,Jul-Dec,Traffic,26-39,1206,4473,Vic
2020,Jul-Dec,Traffic,40-64,1596,7220,Vic
2020,Jul-Dec,Traffic,65-74,338,2051,Vic
2020,Jul-Dec,Traffic,75+,267,2302,Vic
2020,Jul-Dec,Traffic,8-16,402,914,Vic
2020,Jul-Dec,Traffic,0-7,137,223,Qld
2020,Jul-Dec,Traffic,17-25,1273,4361,Qld
2020,Jul-Dec,Traffic,26-39,1321,4460,Qld
2020,Jul-Dec,Traffic,40-64,1700,6409,Qld
2020,Jul-Dec,Traffic,65-74,384,2214,Qld
2020,Jul-Dec,Traffic,75+,252,1732,Qld
2020,Jul-Dec,Traffic,8-16,447,983,Qld
2020,Jul-Dec,Traffic,0-7,37,119,WA
2020,Jul-Dec,Traffic,17-25,339,1515,WA
2020,Jul-Dec,Traffic,26-39,502,1934,WA
2020,Jul-Dec,Traffic,40-64,645,3370,WA
2020,Jul-Dec,Traffic,65-74,123,845,WA
2020,Jul-Dec,Traffic,75+,124,1424,WA
2020,Jul-Dec,Traffic,8-16,162,440,WA
2020,Jul-Dec,Traffic,0-7,8,16,SA
2020,Jul-Dec,Traffic,17-25,273,954,SA
2020,Jul-Dec,Traffic,26-39,314,1285,SA
2020,Jul-Dec,Traffic,40-64,438,2165,SA
2020,Jul-Dec,Traffic,65-74,116,670,SA
2020,Jul-Dec,Traffic,75+,103,640,SA
2020,Jul-Dec,Traffic,8-16,80,354,SA
2020,Jul-Dec,Traffic,0-7,10,69,Tas
2020,Jul-Dec,Traffic,17-25,109,518,Tas
2020,Jul-Dec,Traffic,26-39,95,379,Tas
2020,Jul-Dec,Traffic,40-64,132,478,Tas
2020,Jul-Dec,Traffic,65-74,37,234,Tas
2020,Jul-Dec,Traffic,75+,26,339,Tas
2020,Jul-Dec,Traffic,8-16,41,92,Tas
2020,Jul-Dec,Traffic,0-7,n.p.,n.p.,ACT
2020,Jul-Dec,Traffic,17-25,62,135,ACT
2020,Jul-Dec,Traffic,26-39,98,282,ACT
2020,Jul-Dec,Traffic,40-64,116,371,ACT
2020,Jul-Dec,Traffic,65-74,23,83,ACT
2020,Jul-Dec,Traffic,75+,n.p.,n.p.,ACT
2020,Jul-Dec,Traffic,8-16,29,123,ACT
2020,Jul-Dec,Traffic,0-7,n.p.,n.p.,NT
2020,Jul-Dec,Traffic,17-25,121,420,NT
2020,Jul-Dec,Traffic,26-39,129,577,NT
2020,Jul-Dec,Traffic,40-64,138,673,NT
2020,Jul-Dec,Traffic,65-74,23,172,NT
2020,Jul-Dec,Traffic,75+,n.p.,n.p.,NT
2020,Jul-Dec,Traffic,8-16,36,75,NT
2021,Jan-Jun,Traffic,0-7,69,301,NSW
2021,Jan-Jun,Traffic,17-25,980,5037,NSW
2021,Jan-Jun,Traffic,26-39,1085,4292,NSW
2021,Jan-Jun,Traffic,40-64,1758,11084,NSW
2021,Jan-Jun,Traffic,65-74,414,4001,NSW
2021,Jan-Jun,Traffic,75+,406,5015,NSW
2021,Jan-Jun,Traffic,8-16,293,1394,NSW
2021,Jan-Jun,Traffic,0-7,110,201,Vic
2021,Jan-Jun,Traffic,17-25,1094,4520,Vic
2021,Jan-Jun,Traffic,26-39,1483,6151,Vic
2021,Jan-Jun,Traffic,40-64,2046,10917,Vic
2021,Jan-Jun,Traffic,65-74,464,3505,Vic
2021,Jan-Jun,Traffic,75+,325,3242,Vic
2021,Jan-Jun,Traffic,8-16,399,1015,Vic
2021,Jan-Jun,Traffic,0-7,102,208,Qld
2021,Jan-Jun,Traffic,17-25,1136,4083,Qld
2021,Jan-Jun,Traffic,26-39,1225,4127,Qld
2021,Jan-Jun,Traffic,40-64,1673,6812,Qld
2021,Jan-Jun,Traffic,65-74,344,2200,Qld
2021,Jan-Jun,Traffic,75+,281,2495,Qld
2021,Jan-Jun,Traffic,8-16,366,885,Qld
2021,Jan-Jun,Traffic,0-7,39,136,WA
2021,Jan-Jun,Traffic,17-25,337,2193,WA
2021,Jan-Jun,Traffic,26-39,420,2398,WA
2021,Jan-Jun,Traffic,40-64,597,3227,WA
2021,Jan-Jun,Traffic,65-74,147,1207,WA
2021,Jan-Jun,Traffic,75+,113,1007,WA
2021,Jan-Jun,Traffic,8-16,147,386,WA
2021,Jan-Jun,Traffic,0-7,26,61,SA
2021,Jan-Jun,Traffic,17-25,275,869,SA
2021,Jan-Jun,Traffic,26-39,299,1381,SA
2021,Jan-Jun,Traffic,40-64,435,1933,SA
2021,Jan-Jun,Traffic,65-74,138,903,SA
2021,Jan-Jun,Traffic,75+,82,546,SA
2021,Jan-Jun,Traffic,8-16,82,365,SA
2021,Jan-Jun,Traffic,0-7,5,25,Tas
2021,Jan-Jun,Traffic,17-25,99,549,Tas
2021,Jan-Jun,Traffic,26-39,85,290,Tas
2021,Jan-Jun,Traffic,40-64,127,853,Tas
2021,Jan-Jun,Traffic,65-74,46,610,Tas
2021,Jan-Jun,Traffic,75+,35,451,Tas
2021,Jan-Jun,Traffic,8-16,25,64,Tas
2021,Jan-Jun,Traffic,0-7,n.p.,n.p.,ACT
2021,Jan-Jun,Traffic,17-25,76,136,ACT
2021,Jan-Jun,Traffic,26-39,109,356,ACT
2021,Jan-Jun,Traffic,40-64,174,600,ACT
2021,Jan-Jun,Traffic,65-74,28,121,ACT
2021,Jan-Jun,Traffic,75+,n.p.,n.p.,ACT
2021,Jan-Jun,Traffic,8-16,27,232,ACT
2021,Jan-Jun,Traffic,0-7,n.p.,n.p.,NT
2021,Jan-Jun,Traffic,17-25,100,443,NT
2021,Jan-Jun,Traffic,26-39,99,545,NT
2021,Jan-Jun,Traffic,40-64,105,411,NT
2021,Jan-Jun,Traffic,65-74,12,131,NT
2021,Jan-Jun,Traffic,75+,n.p.,n.p.,NT
2021,Jan-Jun,Traffic,8-16,22,45,NT
2021,Jul-Dec,Traffic,0-7,77,353,NSW
2021,Jul-Dec,Traffic,17-25,782,3657,NSW
2021,Jul-Dec,Traffic,26-39,871,4411,NSW
2021,Jul-Dec,Traffic,40-64,1269,7394,NSW
2021,Jul-Dec,Traffic,65-74,335,2979,NSW
2021,Jul-Dec,Traffic,75+,301,4203,NSW
2021,Jul-Dec,Traffic,8-16,363,977,NSW
2021,Jul-Dec,Traffic,0-7,104,225,Vic
2021,Jul-Dec,Traffic,17-25,976,3848,Vic
2021,Jul-Dec,Traffic,26-39,1321,5374,Vic
2021,Jul-Dec,Traffic,40-64,1668,8375,Vic
2021,Jul-Dec,Traffic,65-74,385,2651,Vic
2021,Jul-Dec,Traffic,75+,346,3374,Vic
2021,Jul-Dec,Traffic,8-16,409,1301,Vic
2021,Jul-Dec,Traffic,0-7,84,150,Qld
2021,Jul-Dec,Traffic,17-25,1180,3456,Qld
2021,Jul-Dec,Traffic,26-39,1278,4278,Qld
2021,Jul-Dec,Traffic,40-64,1757,7216,Qld
2021,Jul-Dec,Traffic,65-74,362,2217,Qld
2021,Jul-Dec,Traffic,75+,272,1864,Qld
2021,Jul-Dec,Traffic,8-16,387,898,Qld
2021,Jul-Dec,Traffic,0-7,28,85,WA
2021,Jul-Dec,Traffic,17-25,348,1841,WA
2021,Jul-Dec,Traffic,26-39,404,2839,WA
2021,Jul-Dec,Traffic,40-64,604,3789,WA
2021,Jul-Dec,Traffic,65-74,129,1262,WA
2021,Jul-Dec,Traffic,75+,118,1429,WA
2021,Jul-Dec,Traffic,8-16,137,489,WA
2021,Jul-Dec,Traffic,0-7,22,83,SA
2021,Jul-Dec,Traffic,17-25,248,1049,SA
2021,Jul-Dec,Traffic,26-39,290,1166,SA
2021,Jul-Dec,Traffic,40-64,413,1781,SA
2021,Jul-Dec,Traffic,65-74,127,839,SA
2021,Jul-Dec,Traffic,75+,95,663,SA
2021,Jul-Dec,Traffic,8-16,100,213,SA
2021,Jul-Dec,Traffic,0-7,5,50,Tas
2021,Jul-Dec,Traffic,17-25,100,501,Tas
2021,Jul-Dec,Traffic,26-39,78,206,Tas
2021,Jul-Dec,Traffic,40-64,100,539,Tas
2021,Jul-Dec,Traffic,65-74,36,266,Tas
2021,Jul-Dec,Traffic,75+,30,396,Tas
2021,Jul-Dec,Traffic,8-16,34,60,Tas
2021,Jul-Dec,Traffic,0-7,10,12,ACT
2021,Jul-Dec,Traffic,17-25,42,85,ACT
2021,Jul-Dec,Traffic,26-39,65,280,ACT
2021,Jul-Dec,Traffic,40-64,114,518,ACT
2021,Jul-Dec,Traffic,65-74,20,83,ACT
2021,Jul-Dec,Traffic,75+,15,72,ACT
2021,Jul-Dec,Traffic,8-16,33,53,ACT
2021,Jul-Dec,Traffic,0-7,12,32,NT
2021,Jul-Dec,Traffic,17-25,78,304,NT
2021,Jul-Dec,Traffic,26-39,100,469,NT
2021,Jul-Dec,Traffic,40-64,110,898,NT
2021,Jul-Dec,Traffic,65-74,23,72,NT
2021,Jul-Dec,Traffic,75+,5,603,NT
2021,Jul-Dec,Traffic,8-16,34,75,NT
